v8-version,9,7,106,5,0
v8-platform,linux,linux
shared-library,/home/raf/.deno/bin/deno,0x556367011000,0x55636a902000,0
shared-library,/usr/lib/libc-2.33.so,0x7f056c8e3000,0x7f056ca54000,0
shared-library,/usr/lib/libm-2.33.so,0x7f056caaf000,0x7f056cb58000,0
shared-library,/usr/lib/libpthread-2.33.so,0x7f056cbf3000,0x7f056cc09000,0
shared-library,/usr/lib/librt-2.33.so,0x7f056cc14000,0x7f056cc1b000,0
shared-library,/usr/lib/libgcc_s.so.1,0x7f056cc1f000,0x7f056cc34000,0
shared-library,/usr/lib/libdl-2.33.so,0x7f056cc3a000,0x7f056cc3e000,0
shared-library,/usr/lib/ld-2.33.so,0x7f056cc66000,0x7f056cc8b000,0
shared-library,[vdso],0x7fff397ee000,0x7fff397f0000,0
shared-library-end
profiler,begin,1000
tick,0x7f056c96c692,777,0,0x0,6
new,CodeRange,0xb7b00000000,0
tick,0x55636930fa90,1917,0,0x0,6
new,MemoryChunk,0xb7b08000000,262144
tick,0x556369003800,2799,0,0x0,6
tick,0x556368feefa0,3993,0,0x0,6
new,MemoryChunk,0xb7b08040000,262144
new,MemoryChunk,0xb7b08080000,262144
heap-capacity,507344
heap-available,1518652320
tick,0x7f056c9d289c,5142,0,0x0,6
new,MemoryChunk,0xb7b080c0000,262144
tick,0x556369190f3a,6099,0,0x0,6
tick,0x556368c753b6,7185,0,0x0,6
new,MemoryChunk,0xb7b08100000,262144
new,MemoryChunk,0xb7b08140000,262144
new,MemoryChunk,0xb7b08180000,180224
tick,0x556369191551,8278,0,0x0,6
new,MemoryChunk,0xb7b081c0000,262144
new,MemoryChunk,0xb7b08200000,262144
new,MemoryChunk,0xb7b08240000,159744
tick,0x7f056ca46576,9341,0,0x0,6
new,MemoryChunk,0xb7b08280000,262144
new,MemoryChunk,0xb7b00000000,262144
tick,0x556369190ebe,10371,0,0x0,6
code-source-info,0xb7b083bf866,97,0,40,C0O0C4O7C9O25C18O21C24O7C30O40,,
code-creation,LazyCompile,10,116091,0xb7b083bfac6,312,Event deno:ext/web/02_event.js:138:16,0xb7b0817f224,~
code-source-info,0xb7b083bfac6,14,3350,4446,C0O3350C15O3457C19O3462C24O3481C28O3498C32O3503C36O3518C40O3533C44O3538C48O3560C52O3575C56O3580C60O3611C64O3626C68O3631C72O3651C76O3666C80O3671C84O3684C88O3699C92O3704C96O3716C100O3731C104O3736C109O3743C113O3756C120O3763C125O3791C138O3763C143O3867C150O3881C155O3892C160O3902C165O3892C172O4022C179O4041C184O4022C190O4152C194O4157C204O4182C214O4199C222O4233C232O4259C235O4265C248O4287C260O4312C263O4312C273O4170C277O4338C296O4420C305O4338C311O4445,,
code-creation,LazyCompile,10,116317,0xb7b0847e6da,482, deno:ext/webidl/00_webidl.js:673:21,0xb7b080f0c3c,~
code-source-info,0xb7b0847e6da,6,17836,19236,C7O17836C13O17873C18O17873C23O17888C49O17985C51O18019C60O18052C70O18025C75O18019C76O18175C79O18201C90O18218C93O18201C99O18286C109O18326C113O18352C115O18367C116O18404C145O18394C175O18394C178O18445C183O18463C185O18486C187O18496C194O18521C199O18545C203O18599C205O18621C209O18647C213O18708C219O18712C236O18724C251O18750C261O18770C285O18835C290O18909C298O18915C302O18879C308O18937C310O18950C316O18994C322O19016C332O19049C344O19100C361O19118C378O19142C393O19169C399O19022C404O19016C405O18383C479O19215C481O19230,,
code-creation,LazyCompile,10,116435,0xb7b0847ea0a,90,type deno:ext/webidl/00_webidl.js:93:16,0xb7b080ef4a8,~
code-source-info,0xb7b0847ea0a,6,2199,2989,C0O2209C4O2233C6O2247C7O2258C69O2310C71O2329C72O2360C74O2377C75O2407C77O2423C78O2453C80O2469C81O2499C83O2515C84O2545C86O2561C87O2963C89O2979,,
tick,0x556368b9b8af,116495,0,0x0,3,0x55636916ccf0,0xb7b0847e6ec,0xb7b083bfb7e,0xb7b083bf878
code-creation,LazyCompile,10,116681,0xb7b0847eb06,2,get NONE deno:ext/web/02_event.js:323:20,0xb7b0817f5a4,~
code-source-info,0xb7b0847eb06,14,8089,8115,C0O8100C1O8109,,
code-creation,LazyCompile,10,116873,0xb7b0847ec42,150,dispatchEvent deno:ext/web/02_event.js:969:18,0xb7b0817ff98,~
code-source-info,0xb7b0847ec42,14,23907,24536,C0O23907C2O23923C7O23930C12O23958C25O23930C30O24070C36O24078C40O24119C42O24124C44O24123C48O24105C53O24160C60O24165C65O24190C68O24190C73O24222C74O24234C75O24250C78O24254C84O24286C97O24292C102O24286C103O24380C110O24395C113O24401C117O24391C122O24417C135O24423C140O24417C141O24501C144O24508C149O24530,,
code-creation,LazyCompile,10,116954,0xb7b0847edbe,15,get type deno:ext/web/02_event.js:182:13,0xb7b0817f2a8,~
code-source-info,0xb7b0847edbe,14,4690,4737,C0O4701C4O4713C6O4712C10O4726C14O4731,,
code-creation,LazyCompile,10,116993,0xb7b0847ee52,16,setTarget deno:ext/web/02_event.js:87:21,0xb7b0817f138,~
code-source-info,0xb7b0847ee52,14,2049,2108,C0O2070C2O2076C4O2075C10O2096C15O2107,,
code-creation,Script,10,117095,0xb7b0847ef86,33, [deno:cli/tools/test.rs:492:6]:1:1,0xb7b0847eeec,~
script-source,98,[deno:cli/tools/test.rs:492:6],Deno[Deno.internal].runTests({"filter":null\x2C"shuffle":null})
code-source-info,0xb7b0847ef86,98,0,60,C0O0C4O5C8O10C12O4C16O20C26O20C32O60,,
code-creation,LazyCompile,10,117409,0xb7b0847f2e2,836,runTests deno:runtime/js/40_testing.js:412:26,0xb7b0829112c,~
code-source-info,0xb7b0847f2e2,71,11266,12708,C10O11266C29O11273C37O11292C78O11339C82O11339C86O11384C91O11395C96O11409C103O11434C113O11430C118O11428C122O11486C130O11507C140O11486C146O11557C152O11590C159O11597C170O11610C178O11623C184O11557C190O11661C202O11684C206O11714C216O11741C220O11747C226O11765C230O11754C237O11794C244O11801C251O11661C255O11819C259O11933C265O12143C270O12184C274O12191C278O12198C279O12198C284O12228C290O12248C301O12286C314O12299C321O12275C349O12257C357O12258C399O12270C407O12271C517O12204C522O12162C525O12343C553O12335C584O12335C587O12381C595O12391C599O12418C610O12455C616O12455C620O12473C624O12473C628O12524C632O12530C649O12524C677O12580C683O12580C690O12590C694O12608C707O12608C712O12324C783O12667C790O12686C807O12707,,
code-creation,LazyCompile,10,117482,0xb7b0847f7c2,37, deno:runtime/js/40_testing.js:436:33,0xb7b0847f15c,~
code-source-info,0xb7b0847f7c2,71,11943,12143,C0O11943C18O11971C20O11971C22O12001C24O12001C26O12031C30O12031C32O12047C36O12135,,
code-creation,LazyCompile,10,117555,0xb7b0847f89a,19,getTestOrigin deno:runtime/js/40_testing.js:372:25,0xb7b08290fc0,~
code-source-info,0xb7b0847f89a,71,10376,10430,C0O10385C5O10397C13O10397C18O10426,,
tick,0x556368d18250,117594,0,0x0,3,0x55636916ccf0,0xb7b0847f334,0xb7b0847efa0
code-creation,LazyCompile,10,117780,0xb7b0847fa66,5, deno:runtime/js/40_testing.js:421:46,0xb7b0847f128,~
code-source-info,0xb7b0847fa66,71,11514,11533,C0O11529C4O11533,,
code-creation,LazyCompile,10,117840,0xb7b0847fb32,14,createTestFilter deno:runtime/js/40_testing.js:315:28,0xb7b08290f58,~
code-source-info,0xb7b0847fb32,71,8983,9435,C0O8983C9O8998C13O9431,,
code-creation,LazyCompile,10,117894,0xb7b0847fbee,130, deno:runtime/js/40_testing.js:316:12,0xb7b0847facc,~
code-source-info,0xb7b0847fbee,71,9005,9430,C0O9022C4O9044C17O9059C28O9111C37O9111C44O9184C55O9208C67O9247C71O9254C75O9208C83O9184C89O9283C96O9321C101O9290C106O9327C107O9347C114O9382C122O9354C127O9396C128O9412C129O9424,,
code-creation,LazyCompile,10,117970,0xb7b0847fd52,32,reportTestPlan deno:runtime/js/40_testing.js:376:26,0xb7b08290ff4,~
code-source-info,0xb7b0847fd52,71,10457,10533,C0O10470C5O10475C20O10516C24O10475C31O10532,,
code-creation,LazyCompile,10,118147,0xb7b0847fe2a,32,reportTestWait deno:runtime/js/40_testing.js:388:26,0xb7b0829105c,~
code-source-info,0xb7b0847fe2a,71,10690,10772,C0O10703C5O10708C20O10755C24O10708C31O10771,,
tick,0x556369bb68cc,119184,1,0x55636a6330f0,6,0x556368c1e490,0xb7b083bac3e,0xb7b0847fe42,0xb7b0847f552,0xb7b0847efa0
code-creation,LazyCompile,10,119552,0xb7b0837eca6,490,runTest deno:runtime/js/40_testing.js:335:25,0xb7b08290f8c,~
code-source-info,0xb7b0837eca6,71,9461,10350,C10O9461C18O9496C24O9512C36O9529C37O9554C47O9586C56O9606C62O9644C66O9681C74O9724C82O9768C92O9554C104O9818C109O9818C122O9807C145O9857C150O9857C155O9888C156O9905C175O9967C180O9989C190O10021C214O9963C220O9940C247O10110C260O10137C283O10188C285O10203C289O10291C318O10277C348O10277C351O10317C357O10317C361O10266C465O10349,,
tick,0x556368f676a5,119743,0,0x0,0,0x556368f9cb70,0xb7b0837ece4,0xb7b0847f55a,0xb7b0847efa0
code-creation,LazyCompile,10,119781,0xb7b0837f006,34,TestStep deno:runtime/js/40_testing.js:504:16,0xb7b08291190,~
code-source-info,0xb7b0837f006,71,13594,13639,C5O13594C23O13611C28O13624C33O13638,,
code-creation,LazyCompile,10,119907,0xb7b0837f1f2,210,exitSanitizer deno:runtime/js/40_testing.js:136:40,0xb7b083becc0,~
code-source-info,0xb7b0837f1f2,71,4238,4556,C4O4238C54O4258C66O4258C76O4433C84O4439C97O4433C135O4484C137O4484C150O4521C159O4521C185O4555,,
code-creation,LazyCompile,10,119952,0xb7b0837f36a,10,setExitHandler deno:runtime/js/30_os.js:30:26,0xb7b08285c70,~
script-source,61,deno:runtime/js/30_os.js,// Copyright 2018-2021 the Deno authors. All rights reserved. MIT license.\n"use strict";\n\n((window) => {\n  const core = window.Deno.core;\n  const {\n    Error\x2C\n    SymbolFor\x2C\n  } = window.__bootstrap.primordials;\n\n  function loadavg() {\n    return core.opSync("op_loadavg");\n  }\n\n  function hostname() {\n    return core.opSync("op_hostname");\n  }\n\n  function osRelease() {\n    return core.opSync("op_os_release");\n  }\n\n  function systemMemoryInfo() {\n    return core.opSync("op_system_memory_info");\n  }\n\n  // This is an internal only method used by the test harness to override the\n  // behavior of exit when the exit sanitizer is enabled.\n  let exitHandler = null;\n  function setExitHandler(fn) {\n    exitHandler = fn;\n  }\n\n  function exit(code = 0) {\n    // Dispatches `unload` only when it's not dispatched yet.\n    if (!window[SymbolFor("isUnloadDispatched")]) {\n      // Invokes the `unload` hooks before exiting\n      // ref: https://github.com/denoland/deno/issues/3603\n      window.dispatchEvent(new Event("unload"));\n    }\n\n    if (exitHandler) {\n      exitHandler(code);\n      return;\n    }\n\n    core.opSync("op_exit"\x2C code);\n    throw new Error("Code not reachable");\n  }\n\n  function setEnv(key\x2C value) {\n    core.opSync("op_set_env"\x2C key\x2C value);\n  }\n\n  function getEnv(key) {\n    return core.opSync("op_get_env"\x2C key) ?? undefined;\n  }\n\n  function deleteEnv(key) {\n    core.opSync("op_delete_env"\x2C key);\n  }\n\n  const env = {\n    get: getEnv\x2C\n    toObject() {\n      return core.opSync("op_env");\n    }\x2C\n    set: setEnv\x2C\n    delete: deleteEnv\x2C\n  };\n\n  function execPath() {\n    return core.opSync("op_exec_path");\n  }\n\n  window.__bootstrap.os = {\n    env\x2C\n    execPath\x2C\n    setExitHandler\x2C\n    exit\x2C\n    osRelease\x2C\n    systemMemoryInfo\x2C\n    hostname\x2C\n    loadavg\x2C\n  };\n})(this);\n
code-source-info,0xb7b0837f36a,61,691,723,C0O702C2O714C9O722,,
code-creation,LazyCompile,10,120096,0xb7b0837f69a,233,resourceSanitizer deno:runtime/js/40_testing.js:111:44,0xb7b083bebc8,~
code-source-info,0xb7b0837f69a,71,3533,4036,C10O3533C18O3560C25O3565C30O3565C35O3584C38O3590C50O3584C73O3616C79O3648C90O3655C91O3684C98O3689C103O3689C108O3724C123O3724C129O3775C144O3775C150O3823C155O3866C168O3883C179O3998C188O4012C192O3998C208O4035,,
code-creation,LazyCompile,10,120138,0xb7b0837f83a,21,resources deno:core/01_core.js:145:21,0xb7b080e5db4,~
code-source-info,0xb7b0837f83a,4,4425,4487,C0O4434C11O4459C16O4441C20O4483,,
code-creation,LazyCompile,10,120266,0xb7b0837fbc6,725,asyncOpSanitizer deno:runtime/js/40_testing.js:40:43,0xb7b083beacc,~
code-source-info,0xb7b0837fbc6,71,1229,3207,C10O1229C18O1256C25O1256C32O1287C36O1293C49O1287C86O1565C102O1571C116O1565C152O1645C158O1677C169O1684C170O1713C177O1713C181O1903C186O1928C190O1922C194O1981C199O2005C203O1999C207O2047C210O2080C226O2068C239O2068C240O2118C248O2141C256O2144C263O2149C272O2189C280O2192C287O2197C299O2170C304O2118C309O2266C317O2289C325O2292C332O2297C341O2336C349O2339C356O2344C368O2317C373O2266C378O2391C380O2410C385O2449C397O2460C410O2504C418O2507C428O2512C453O2564C461O2567C468O2572C493O2636C501O2639C506O2645C523O2691C531O2694C536O2700C546O2449C555O2057C561O2763C564O2826C579O2867C594O2916C609O2958C624O2987C630O2994C638O3017C647O3017C652O3007C670O3126C679O3157C683O3126C699O3206,,
code-creation,LazyCompile,10,120370,0xb7b0849e3ca,233,metrics deno:core/01_core.js:173:19,0xb7b080e5f20,~
code-source-info,0xb7b0849e3ca,4,4932,5162,C0O4932C8O4969C16O4969C21O4969C43O4948C80O4959C178O4995C182O5011C189O5029C196O5054C203O5068C206O5054C216O5029C222O5011C226O5009C230O5141C232O5158,,
tick,0x556368be6118,120790,1,0x55636a6330f0,6,0x556368c1e490,0xb7b083bac3e,0xb7b0849e3da,0xb7b0837fbdf,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
code-creation,LazyCompile,10,121527,0xb7b0849e6da,192, deno:core/01_core.js:177:7,0xb7b0849e314,~
code-source-info,0xb7b0849e6da,4,5085,5127,C0O5085C25O5087C62O5095C159O5105C168O5106C177O5114C182O5120C191O5127,,
tick,0x556368fe3c03,121949,0,0x0,0,0x55636910e0b0,0x55636990c34c,0xb7b0849e4a8,0xb7b0837fbdf,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
code-creation,LazyCompile,10,122670,0xb7b0849ea0e,158,testStepSanitizer deno:runtime/js/40_testing.js:156:44,0xb7b083be9d0,~
code-source-info,0xb7b0849ea0e,71,4678,7019,C4O4678C37O4693C40O4766C43O4775C48O4775C54O4807C57O4812C62O4812C66O4840C79O4849C84O4846C96O4840C119O4881C133O7018,,
code-creation,LazyCompile,10,122811,0xb7b0849ed9e,162,preValidation deno:runtime/js/40_testing.js:165:29,0xb7b0849e944,~
code-source-info,0xb7b0849ed9e,71,4928,6314,C0O4928C5O4962C9O5044C16O5076C21O5044C27O5175C33O5182C38O5199C48O5367C58O5367C64O5419C72O5420C77O5307C83O5205C88O5199C89O5464C92O5473C98O5503C104O5510C109O5527C119O5664C129O5664C135O5699C143O5700C148O5635C154O5533C159O5527C161O6313,,
code-creation,LazyCompile,10,122922,0xb7b0849f012,317,getPotentialConflictingRunningSteps deno:runtime/js/40_testing.js:188:53,0xb7b0849ec70,~
code-source-info,0xb7b0849f012,71,5788,6306,C0O5855C3O5886C6O5930C9O5930C14O5930C43O5913C71O5913C74O5992C107O5968C138O5968C141O6018C143O6034C148O6067C150O6124C156O6153C164O6153C169O5957C244O6237C249O5902C314O6281C316O6296,,
code-creation,LazyCompile,10,122995,0xb7b0849f22e,91,ancestors deno:runtime/js/40_testing.js:578:15,0xb7b0829153c,~
code-source-info,0xb7b0849f22e,71,15415,15552,C10O15415C15O15415C35O15415C39O15446C44O15467C48O15487C57O15487C77O15487C81O15531C86O15460C90O15551,,
tick,0x556369030d50,123064,0,0x0,3,0x55636916ccf0,0xb7b0849f020,0xb7b0849eda3,0xb7b0849ea33,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
code-creation,LazyCompile,10,123107,0xb7b0849f332,11,get parent deno:runtime/js/40_testing.js:512:15,0xb7b082912a4,~
code-source-info,0xb7b0849f332,71,13711,13755,C0O13722C2O13734C6O13742C10O13749,,
code-creation,LazyCompile,10,123174,0xb7b0849f3e2,35,get usesSanitizer deno:runtime/js/40_testing.js:528:22,0xb7b0829139c,~
code-source-info,0xb7b0849f3e2,71,14079,14207,C0O14090C2O14102C6O14110C14O14144C18O14152C26O14180C30O14188C34O14201,,
code-creation,LazyCompile,10,123232,0xb7b0849f4d2,32,canStreamReporting deno:runtime/js/40_testing.js:557:23,0xb7b082914d4,~
code-source-info,0xb7b0849f4d2,71,14856,15138,C0O15028C5O15028C11O15078C16O15087C26O15087C31O15132,,
code-creation,LazyCompile,10,123290,0xb7b0849f5d6,157,selfAndAllAncestorsUseSanitizer deno:runtime/js/40_testing.js:564:36,0xb7b08291508,~
code-source-info,0xb7b0849f5d6,71,15175,15399,C0O15196C6O15221C7O15234C8O15278C13O15278C42O15261C70O15261C73O15315C79O15342C86O15250C155O15381C156O15393,,
code-creation,LazyCompile,10,123351,0xb7b0849f716,44,reportWait deno:runtime/js/40_testing.js:594:15,0xb7b082915a4,~
code-source-info,0xb7b0849f716,71,15731,15904,C0O15751C6O15773C12O15791C13O15798C14O15814C21O15838C27O15861C33O15814C37O15873C38O15891C43O15903,,
code-creation,LazyCompile,10,123426,0xb7b0849f856,44,createTestContext deno:runtime/js/40_testing.js:661:29,0xb7b082917a4,~
code-source-info,0xb7b0849f856,71,17122,20678,C0O17122C9O17141C18O17157C24O17177C32O17347C43O20674,,
code-creation,LazyCompile,10,123500,0xb7b0849f92e,60, file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.test.ts:8:50,0xb7b08362690,~
code-source-info,0xb7b0849f92e,80,417,543,C0O444C8O454C11O444C16O471C22O491C32O471C37O509C43O529C53O509C59O542,,
code-creation,LazyCompile,10,123568,0xb7b0849fa32,92,calculate file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:66:19,0xb7b08372d8c,~
code-source-info,0xb7b0849fa32,82,2190,2452,C0O2220C5O2220C10O2265C15O2265C20O2296C26O2326C30O2330C36O2347C40O2351C44O2339C51O2387C55O2394C58O2379C62O2399C67O2424C71O2431C74O2416C78O2436C82O2408C91O2450,,
code-creation,LazyCompile,10,123673,0xb7b0849fbea,93,getBoardsAndInput file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:2:27,0xb7b08372cf0,~
code-source-info,0xb7b0849fbea,82,48,703,C0O88C8O88C14O124C19O583C25O615C29O619C37O619C43O629C53O630C62O671C70O671C76O679C81O680C92O701,,
code-creation,LazyCompile,10,123746,0xb7b0849fede,5, file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:20:43,0xb7b0849fb48,~
code-source-info,0xb7b0849fede,82,634,643,C0O641C2O641C4O643,,
code-creation,LazyCompile,10,123819,0xb7b084a0002,147,getBoard file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:4:22,0xb7b0849fb14,~
code-source-info,0xb7b084a0002,82,124,577,C0O164C7O177C14O212C22O212C28O246C30O251C32O253C34O251C39O297C41O302C43O304C45O302C50O345C55O351C67O421C71O425C80O437C83O433C92O448C95O444C99O425C105O415C113O477C119O503C123O351C128O317C133O284C136O266C141O233C144O558C146O571,,
code-creation,LazyCompile,10,123981,0xb7b084a030a,131,getAllWinningBoards file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:48:29,0xb7b08372d58,~
code-source-info,0xb7b084a030a,82,1602,2170,C0O1640C3O1671C7O1671C13O1699C15O1711C20O1717C24O1704C29O1760C36O1765C40O1791C42O1803C47O1810C51O1796C56O1857C61O1857C68O1902C75O1908C79O1944C84O1944C90O1990C92O2038C97O2038C102O2087C107O2087C112O1819C117O1778C120O1726C125O1686C128O2147C130O2168,,
tick,0x556368c73001,124091,0,0x0,2,0x55636916ccf0,0xb7b084a035e,0xb7b0849fa41,0xb7b0849f939,0xb7b0849ea62,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
code-creation,LazyCompile,10,124124,0xb7b084a05a6,352,winCalculator file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:24:23,0xb7b08372d24,~
code-source-info,0xb7b084a05a6,82,727,1572,C0O770C2O794C13O1547C22O822C30O807C35O813C39O799C55O846C62O851C66O855C73O859C78O891C85O896C90O904C94O924C96O962C100O1006C106O1531C128O1026C132O1026C137O1011C144O1013C146O1011C164O1068C169O1074C179O1074C185O1107C194O1119C196O1115C201O1159C206O1165C216O1165C222O1198C231O1210C233O1206C237O1238C239O1271C246O1312C250O1360C255O1395C266O1395C272O1445C285O1446C297O1500C303O993C329O781C350O1553C351O1570,,
code-creation,LazyCompile,10,124191,0xb7b084a0862,19, file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:33:50,0xb7b084a044c,~
code-source-info,0xb7b084a0862,82,1081,1106,C0O1090C7O1096C9O1092C14O1103C18O1106,,
code-creation,LazyCompile,10,124228,0xb7b084a0932,19, file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:34:40,0xb7b084a0480,~
code-source-info,0xb7b084a0932,82,1172,1197,C0O1181C7O1187C9O1183C14O1194C18O1197,,
code-creation,Function,11,124328,0xb7b00045840,2928,winCalculator file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:24:23,0xb7b08372d24,^
code-source-info,0xb7b00045840,82,727,1572,,,
code-creation,Function,11,124359,0xb7b00046400,456,opSync deno:core/01_core.js:141:18,0xb7b080e5d80,^
code-source-info,0xb7b00046400,4,4294,4403,,,
code-creation,Function,11,124395,0xb7b00046640,1488, deno:core/01_core.js:177:7,0xb7b0849e314,^
code-source-info,0xb7b00046640,4,5085,5127,,,
code-creation,Function,11,124414,0xb7b00046c80,52, file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:20:43,0xb7b0849fb48,^
code-source-info,0xb7b00046c80,82,634,643,,,
code-creation,Function,11,124441,0xb7b00046d00,1076,getBoard file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:4:22,0xb7b0849fb14,^
code-source-info,0xb7b00046d00,82,124,577,,,
code-creation,Function,11,124461,0xb7b00047180,212, file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:33:50,0xb7b084a044c,^
code-source-info,0xb7b00047180,82,1081,1106,,,
code-creation,Function,11,124476,0xb7b000472c0,212, file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:34:40,0xb7b084a0480,^
code-source-info,0xb7b000472c0,82,1172,1197,,,
tick,0x5563697f1980,125839,0,0x0,4,0x55636916d6d0,0x5563698d94bc,0xb7b00045f2a,0xb7b084a035e,0xb7b0849fa41,0xb7b0849f939,0xb7b0849ea62,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
tick,0x556369595850,126406,0,0x0,4,0x55636916d6d0,0x5563698d94bc,0xb7b00045f2a,0xb7b084a035e,0xb7b0849fa41,0xb7b0849f939,0xb7b0849ea62,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
tick,0x5563695abe20,127486,0,0x0,4,0x55636916d6d0,0x5563698d94bc,0xb7b00045f2a,0xb7b084a035e,0xb7b0849fa41,0xb7b0849f939,0xb7b0849ea62,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
tick,0x5563697c9a50,128789,0,0x0,4,0x55636916d6d0,0x5563698d94bc,0xb7b00045f2a,0xb7b084a035e,0xb7b0849fa41,0xb7b0849f939,0xb7b0849ea62,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
tick,0x5563696478d0,129729,0,0x0,4,0x55636916d6d0,0x5563698d94bc,0xb7b00045f2a,0xb7b084a035e,0xb7b0849fa41,0xb7b0849f939,0xb7b0849ea62,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
tick,0x55636957d0c0,130817,0,0x0,4,0x55636916d6d0,0x5563698d94bc,0xb7b00045f2a,0xb7b084a035e,0xb7b0849fa41,0xb7b0849f939,0xb7b0849ea62,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
tick,0x5563697879b8,131773,0,0x0,4,0x55636916d6d0,0x5563698d94bc,0xb7b00045e00,0xb7b084a035e,0xb7b0849fa41,0xb7b0849f939,0xb7b0849ea62,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
new,MemoryChunk,0xb7b084c0000,262144
new,MemoryChunk,0xb7b08500000,262144
new,MemoryChunk,0xb7b08540000,262144
new,MemoryChunk,0xb7b08580000,262144
scavenge,begin,0,113227,1638619350940
new,MemoryChunk,0xb7b085c0000,262144
tick,0x7f056cc088c8,132987,0,0x0,1
scavenge,end,0,113796,1638619350940
tick,0x5563698a4d00,134626,0,0x0,0,0x5563698d94bc,0xb7b00045e00,0xb7b084a035e,0xb7b0849fa41,0xb7b0849f939,0xb7b0849ea62,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
tick,0x5563698d9393,135155,0,0x0,0,0xb7b00045e00,0xb7b084a035e,0xb7b0849fa41,0xb7b0849f939,0xb7b0849ea62,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
tick,0x5563698a4ec9,136193,0,0x0,0,0x5563698d94bc,0xb7b00045f2a,0xb7b084a035e,0xb7b0849fa41,0xb7b0849f939,0xb7b0849ea62,0xb7b0837fbea,0xb7b0837f6c0,0xb7b0837f246,0xb7b0837ed13,0xb7b0847f55a,0xb7b0847efa0
code-creation,LazyCompile,10,136508,0xb7b084a0ce6,6, file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:39:37,0xb7b084a04b4,~
code-source-info,0xb7b084a0ce6,82,1402,1415,C0O1412C5O1415,,
code-creation,LazyCompile,10,136595,0xb7b084a0d9a,8, file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:40:37,0xb7b084a04e8,~
code-source-info,0xb7b084a0d9a,82,1453,1472,C0O1469C4O1465C7O1472,,
code-creation,LazyCompile,13,136936,0xb7b00047400,292, file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:34:40,0xb7b084a0480,*
code-source-info,0xb7b00047400,82,1172,1197,C0O1172C54O1181C92O1187C105O1183C124O1197C157O1194C163O1197C165O1172C214O1187,,
feedback-vector,136983,0xb7b084a0970,5,0xb7b00047400,OptimizationMarker::kInOptimizationQueue,OptimizationTier::kNone,63741,0,object-printing-disabled
code-creation,LazyCompile,13,137031,0xb7b000475c0,292, file:///home/raf/dev/AdventOfCode-Deno/src/2021/day04.ts:33:50,0xb7b084a044c,*
code-source-info,0xb7b000475c0,82,1081,1106,C0O1081C54O1090C92O1096C105O1092C124O1106C157O1103C163O1106C165O1081C214O1096,,
feedback-vector,137072,0xb7b084a08a0,5,0xb7b000475c0,OptimizationMarker::kInOptimizationQueue,OptimizationTier::kNone,63767,0,object-printing-disabled
